OBJECTID,Loc_name,Match_addr,LongLabel,ShortLabel,Type,PlaceName,Place_addr,City,Subregion,RegionAbbr,Distance,X,Y,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax,ExInfo,IN_City,IN_Subregion,IN_Region,USER_place_fips,USER_state_fips,USER_City_Name,USER_State_Name,USER_TotalPop,USER_Male,USER_Female,USER_White,USER_NonHispanic,USER_USCitizen,USER_Commute_DriveAlone,USER_Family_Married,USER_EnrolledSchool_Over3Yrs,USER_Education_Bachelors,USER_Eduction_GraduateProf,USER_Household_English,USER_PovertyLvl_2andOver,USER_NonVeteran,USER_Employed,USER_NotLaborForce,USER_House_OwnerOccupied,USER_House_Built80to99,USER_HealthIns_Covered,BUFF_DIST,ORIG_FID,Shape_Length,Shape_Area,Count_Parks,Parks_Area,Road_Trail_Length,Count_Road_Trail
149,World,"Town of Castle Rock, Colorado","Town of Castle Rock, CO, USA",Town of Castle Rock,City,Town of Castle Rock,"Town of Castle Rock, Colorado",Town of Castle Rock,Douglas County,CO,1979357.718,-104.85348,39.37608,-104.85348,39.37608,-104.92548,-104.78148,39.30408,39.44808, ,Castle Rock town,,Colorado,12415,8,Castle Rock town,Colorado,80192,0.506521848,0.493478152,0.858838787,0.912909018,0.978339485,0.366133779,0.229885774,0.252219673,0.254227354,0.099548583,0.32985834,0.913382881,0.679968077,0.593862231,0.179232342,0.282746409,0.08507083,0.593587889,8,149,0.836935217,0.054407453,74,177223377,270413.1217,3385
150,World,"City of Colorado Springs, Colorado","City of Colorado Springs, CO, USA",City of Colorado Springs,City,City of Colorado Springs,"City of Colorado Springs, Colorado",City of Colorado Springs,El Paso County,CO,1951966.38,-104.7605,38.86727,-104.7605,38.86727,-105.0105,-104.5105,38.61727,39.11727, ,Colorado Springs city,,Colorado,16000,8,Colorado Springs city,Colorado,486228,0.502535847,0.497464153,0.696673166,0.812801813,0.969209918,0.354568227,0.197084495,0.23575154,0.178284673,0.123522298,0.363570177,0.745950459,0.662627409,0.50631391,0.255213603,0.252918384,0.13263942,0.527682486,8,150,0.83340447,0.054022211,317,3949162671,874702.5702,9036
151,World,"Ken Caryl, Colorado","Ken Caryl, CO, USA",Ken Caryl,City,Ken Caryl,"Ken Caryl, Colorado",Ken Caryl,Jefferson County,CO,0,-105.114037,39.579022,-105.114037,39.579022,-105.170037,-105.058037,39.523022,39.635022,CDP,Ken Caryl CDP,,Colorado,40377,8,Ken Caryl CDP,Colorado,29933,0.483947483,0.516052517,0.838205325,0.869441753,0.97724919,0.360137641,0.201951024,0.243109611,0.27661778,0.11652691,0.40727625,0.897404203,0.719506899,0.604817426,0.215447833,0.368623259,0.235091705,0.571242441,8,151,0.838370412,0.054563871,270,3982231316,839937.5316,9073
152,World,"City of Greeley, Colorado","City of Greeley, CO, USA",City of Greeley,City,City of Greeley,"City of Greeley, Colorado",City of Greeley,Weld County,CO,2017608.042,-104.77117,40.41416,-104.77117,40.41416,-104.87017,-104.67217,40.31516,40.51316, ,Greeley city,,Colorado,32155,8,Greeley city,Colorado,109203,0.497348974,0.502651026,0.670375356,0.631044935,0.92370173,0.353186268,0.166799447,0.271952236,0.118513228,0.070758129,0.269992583,0.678571102,0.709522632,0.499207897,0.273160994,0.226907686,0.076023552,0.523117497,8,152,0.844443179,0.055224616,120,203835210.7,117489.4514,1122
153,World,"Lafayette, Colorado","Lafayette, CO, USA",Lafayette,City,Lafayette,"City of Lafayette, Colorado",City of Lafayette,Boulder County,CO,2024597.85,-105.09959,39.99458,-105.09959,39.99458,-105.34959,-104.84959,39.74458,40.24458, ,Lafayette city,,Colorado,41835,8,Lafayette city,Colorado,30694,0.503257966,0.496742034,0.793249495,0.838535219,0.93155014,0.328956799,0.20059295,0.214895419,0.28425751,0.177591712,0.33462566,0.782042093,0.759855346,0.543884798,0.230924611,0.292272105,0.190232619,0.591060142,8,153,0.841358225,0.054889181,546,974243958.5,689270.7036,12071
154,World,"City of Littleton, Colorado","City of Littleton, CO, USA",City of Littleton,City,City of Littleton,"City of Littleton, Colorado",City of Littleton,Arapahoe County,CO,2001341.382,-105.01926,39.59117,-105.01926,39.59117,-105.26926,-104.76926,39.34117,39.84117, ,Littleton city,,Colorado,45255,8,Littleton city,Colorado,44612,0.497041155,0.502958845,0.779005649,0.8449072,0.960929795,0.387922532,0.203824083,0.161301892,0.265690846,0.164171075,0.426903075,0.846207298,0.782704205,0.585537524,0.247579127,0.285976867,0.186026181,0.530507487,8,154,0.838456816,0.054573285,459,898667868,916350.7621,13910
155,World,"City of Longmont, Colorado","City of Longmont, CO, USA",City of Longmont,City,City of Longmont,"City of Longmont, Colorado",City of Longmont,Boulder County,CO,2032173.18,-105.09989,40.16923,-105.09989,40.16923,-105.16689,-105.03289,40.10223,40.23623, ,Longmont city,,Colorado,45970,8,Longmont city,Colorado,100656,0.492449531,0.507550469,0.748708472,0.784344699,0.95246185,0.321948021,0.185721666,0.207220633,0.21832777,0.112750358,0.351176284,0.803667938,0.76784295,0.571153235,0.244049038,0.261067398,0.126818073,0.541040773,8,155,0.842633908,0.055027945,87,191853246.4,139183.023,1772
156,World,"Highlands Ranch, Colorado","Highlands Ranch, CO, USA",Highlands Ranch,City,Highlands Ranch,"Highlands Ranch, Colorado",Highlands Ranch,Douglas County,CO,0,-104.987711,39.558491,-104.987711,39.558491,-105.041711,-104.933711,39.504491,39.612491,CDP,Highlands Ranch CDP,,Colorado,36410,8,Highlands Ranch CDP,Colorado,103830,0.497659636,0.502340364,0.804064336,0.888336704,0.965722816,0.325551382,0.249841086,0.286179332,0.289039777,0.187007609,0.312173746,0.932273909,0.69248772,0.545641915,0.230434364,0.297457382,0.222912453,0.559568525,8,156,0.83822451,0.054547974,394,793620517.2,726505.0809,9633
157,World,"City of Lakewood, Colorado","City of Lakewood, CO, USA",City of Lakewood,City,City of Lakewood,"City of Lakewood, Colorado",City of Lakewood,Jefferson County,CO,2013492.529,-105.11696,39.69768,-105.11696,39.69768,-105.36696,-104.86696,39.44768,39.94768, ,Lakewood city,,Colorado,43000,8,Lakewood city,Colorado,156114,0.507123,0.492877,0.702025443,0.769194307,0.975921442,0.380407907,0.170465173,0.195735168,0.22554031,0.109913269,0.365546972,0.772307416,0.797052154,0.567777393,0.26745199,0.261981629,0.121930128,0.576649115,8,157,0.839216788,0.054656068,522,966588585.7,1200812.472,25046
158,World,"City of Loveland, Colorado","City of Loveland, CO, USA",City of Loveland,City,City of Loveland,"City of Loveland, Colorado",City of Loveland,Larimer County,CO,2040213.071,-105.06212,40.41681,-105.06212,40.41681,-105.14212,-104.98212,40.33681,40.49681, ,Loveland city,,Colorado,46465,8,Loveland city,Colorado,77890,0.524868404,0.475131596,0.81412248,0.821645911,0.976839132,0.394466555,0.204326614,0.188060085,0.192361022,0.085851842,0.373680832,0.743317499,0.751136218,0.538644242,0.26198485,0.256207472,0.113762999,0.543240467,8,158,0.844462885,0.055226757,116,311370578,258234.8094,2651
159,World,"City of Thornton, Colorado","City of Thornton, CO, USA",City of Thornton,City,City of Thornton,"City of Thornton, Colorado",City of Thornton,Adams County,CO,2009210.943,-104.94495,39.91932,-104.94495,39.91932,-105.02095,-104.86895,39.84332,39.99532, ,Thornton city,,Colorado,77290,8,Thornton city,Colorado,143279,0.490511519,0.509488481,0.592982921,0.603263563,0.93022704,0.403394775,0.201913749,0.257581362,0.14676261,0.076256814,0.25909589,0.843145192,0.71059262,0.583874818,0.184995708,0.267066353,0.120380516,0.569636862,8,159,0.840812178,0.054829761,521,835896533.4,693015.0368,10515
160,World,"City of Pueblo, Colorado","City of Pueblo, CO, USA",City of Pueblo,City,City of Pueblo,"City of Pueblo, Colorado",City of Pueblo,Pueblo County,CO,1918127.685,-104.61296,38.27047,-104.61296,38.27047,-104.77196,-104.45396,38.11147,38.42947, ,Pueblo city,,Colorado,62000,8,Pueblo city,Colorado,111449,0.477321465,0.522678535,0.630072948,0.496433346,0.975351955,0.293066784,0.140243519,0.222397689,0.094285278,0.060162047,0.331532809,0.57480103,0.713402543,0.395678741,0.38598821,0.2516936,0.052544213,0.504185771,8,160,0.829383059,0.053582666,106,210831160.2,97549.05911,1026
161,World,"City of Danbury, Connecticut","City of Danbury, CT, USA",City of Danbury,City,City of Danbury,"City of Danbury, Connecticut",City of Danbury,Fairfield County,CT,1553081.239,-73.471,41.40156,-73.471,41.40156,-73.542,-73.4,41.33056,41.47256, ,Danbury city,,Connecticut,18430,9,Danbury city,Connecticut,86971,0.514619816,0.485380184,0.397994734,0.665635672,0.812408734,0.339653448,0.173172667,0.297731428,0.162479447,0.084234975,0.192110014,0.706108933,0.740384726,0.538098907,0.236722586,0.203803567,0.073012843,0.492761955,8,161,0.851983713,0.056042627,61,126410421.6,204453.26,1162
162,World,"City of Westminster, Colorado","City of Westminster, CO, USA",City of Westminster,City,City of Westminster,"City of Westminster, Colorado",City of Westminster,Jefferson County,CO,2016971.347,-105.0627,39.88369,-105.0627,39.88369,-105.3127,-104.8127,39.63369,40.13369, ,Westminster city,,Colorado,83835,8,Westminster city,Colorado,114539,0.51549254,0.48450746,0.703515833,0.787548346,0.950514672,0.396057238,0.202001065,0.203345585,0.224709488,0.124953073,0.342721693,0.852609155,0.768402029,0.604929325,0.214398589,0.267550791,0.177223478,0.599437746,8,162,0.840554432,0.054801708,756,1306846218,1105075.367,18184
163,World,"City of Norwalk, Connecticut","City of Norwalk, CT, USA",City of Norwalk,City,City of Norwalk,"City of Norwalk, Connecticut",City of Norwalk,Fairfield County,CT,1533109.544,-73.41943,41.09296,-73.41943,41.09296,-73.48143,-73.35743,41.03096,41.15496, ,Norwalk city,,Connecticut,55990,9,Norwalk city,Connecticut,91381,0.522329587,0.477670413,0.457907005,0.670752126,0.825871899,0.367308303,0.171928519,0.225900351,0.188999902,0.133671113,0.261356299,0.796434707,0.785688491,0.582965824,0.250041037,0.209594992,0.070900953,0.547881945,8,163,0.849583727,0.055782559,141,192490484.7,68927.99391,995
164,World,"City of Milford (balance), Connecticut","City of Milford (balance), CT, USA",City of Milford (balance),City,City of Milford (balance),"City of Milford (balance), Connecticut",City of Milford (balance),New Haven County,CT,1565160.436,-73.06164,41.22374,-73.06164,41.22374,-73.12264,-73.00064,41.16274,41.28474, ,Milford city (balance),,Connecticut,47515,9,Milford city (balance),Connecticut,51240,0.484309133,0.515690867,0.766549571,0.882513661,0.970062451,0.406088993,0.205659641,0.18442623,0.203610461,0.157533177,0.351502732,0.860070258,0.802283372,0.575565964,0.281635441,0.32226776,0.080093677,0.600819672,8,164,0.850595919,0.055892275,127,229720944.4,91072.62021,1034
165,World,"City of New Haven, Connecticut","City of New Haven, CT, USA",City of New Haven,City,City of New Haven,"City of New Haven, Connecticut",City of New Haven,New Haven County,CT,1580147.831,-72.92425,41.31041,-72.92425,41.31041,-72.98525,-72.86325,41.24941,41.37141, ,New Haven city,,Connecticut,52000,9,New Haven city,Connecticut,138909,0.487801366,0.512198634,0.359897487,0.695750455,0.889596786,0.261761297,0.095983702,0.343613445,0.106702949,0.151732429,0.262207632,0.511593921,0.770490033,0.479328193,0.294984486,0.115442484,0.065690488,0.594101174,8,165,0.851270667,0.055965388,193,344261331.4,281438.0305,2939
166,World,"City of Hartford, Connecticut","City of Hartford, CT, USA",City of Hartford,City,City of Hartford,"City of Hartford, Connecticut",City of Hartford,Hartford County,CT,1628773.2,-72.6834,41.76607,-72.6834,41.76607,-72.7244,-72.6424,41.72507,41.80707, ,Hartford city,,Connecticut,37000,9,Hartford city,Connecticut,120682,0.497920154,0.502079846,0.258679836,0.552128735,0.842619446,0.261546875,0.059718931,0.266576623,0.086508344,0.049402562,0.230349182,0.475083277,0.780762666,0.466034703,0.274838004,0.099178005,0.057581081,0.535249664,8,166,0.85487064,0.056355113,516,773450028.4,302509.0983,2873
167,World,"Alafaya, Florida","Alafaya, FL, USA",Alafaya,City,Alafaya,"Alafaya, Florida",Alafaya,Orange County,FL,0,-81.2114,28.5641,-81.2114,28.5641,-81.2754,-81.1474,28.5001,28.6281,CDP,Alafaya CDP,,Florida,410,12,Alafaya CDP,Florida,91249,0.492958827,0.507041173,0.39217964,0.625376716,0.922519699,0.355061425,0.202139202,0.265537157,0.218029787,0.12870278,0.196002148,0.778737301,0.744775285,0.575447402,0.22069283,0.241065656,0.12814387,0.647185175,8,167,0.778988863,0.047997173,118,247164309.7,144556.1515,1323
168,World,"City of Aventura, Florida","City of Aventura, FL, USA",City of Aventura,City,City of Aventura,"City of Aventura, Florida",City of Aventura,Miami-Dade County,FL,778364.2678,-80.13706,25.95664,-80.13706,25.95664,-80.15606,-80.11806,25.93764,25.97564, ,Aventura city,,Florida,2681,12,Aventura city,Florida,38928,0.47911529,0.52088471,0.581381011,0.534473901,0.777255446,0.255420263,0.215834361,0.209258118,0.259196465,0.235152076,0.139796547,0.755908344,0.801736539,0.442534936,0.393624127,0.254932182,0.335927867,0.504546856,8,168,0.769328555,0.046907833,318,538783459.3,212005.7557,2672
169,World,"City of Stamford, Connecticut","City of Stamford, CT, USA",City of Stamford,City,City of Stamford,"City of Stamford, Connecticut",City of Stamford,Fairfield County,CT,1523897.447,-73.5498,41.0782,-73.5498,41.0782,-73.6398,-73.4598,40.9882,41.1682, ,Stamford city,,Connecticut,73000,9,Stamford city,Connecticut,136197,0.481831465,0.518168535,0.514497382,0.742138226,0.819203066,0.306680764,0.167294434,0.200327467,0.221194299,0.154695037,0.256745743,0.740332019,0.824239888,0.582134702,0.244183058,0.21183286,0.08980374,0.584175863,8,169,0.849469938,0.055770222,167,224396817.3,77108.12448,828
170,World,"City of Boca Raton, Florida","City of Boca Raton, FL, USA",City of Boca Raton,City,City of Boca Raton,"City of Boca Raton, Florida",City of Boca Raton,Palm Beach County,FL,745489.8578,-80.106,26.37393,-80.106,26.37393,-80.16,-80.052,26.31993,26.42793, ,Boca Raton city,,Florida,7300,12,Boca Raton city,Florida,98997,0.463771629,0.536228371,0.7198804,0.800913159,0.898279746,0.301948544,0.18234896,0.261715001,0.245542794,0.176500298,0.282341889,0.730325161,0.787175369,0.476176046,0.352101579,0.258755316,0.197420124,0.51327818,8,170,0.770783605,0.047072344,168,251030762.2,109717.36,1403
171,World,"City of Bradenton, Florida","City of Bradenton, FL, USA",City of Bradenton,City,City of Bradenton,"City of Bradenton, Florida",City of Bradenton,Manatee County,FL,496840.4874,-82.57496,27.49006,-82.57496,27.49006,-82.64496,-82.50496,27.42006,27.56006, ,Bradenton city,,Florida,7950,12,Bradenton city,Florida,56963,0.476379404,0.523620596,0.657760301,0.757702368,0.916138546,0.310464688,0.167635132,0.174165686,0.121499921,0.080227516,0.343784562,0.587100399,0.736478065,0.410828081,0.410828081,0.229008304,0.170250865,0.376876218,8,171,0.774843128,0.047530503,118,226436424.4,90939.1403,660
172,World,"Brandon, Florida","Brandon, FL, USA",Brandon,City,Brandon,"Brandon, Florida",Brandon,Hillsborough County,FL,0,-82.288477,27.937659,-82.288477,27.937659,-82.392477,-82.184477,27.833659,28.041659,CDP,Brandon CDP,,Florida,8150,12,Brandon CDP,Florida,126628,0.493792842,0.506207158,0.482578893,0.695951922,0.9083615,0.368157122,0.169764981,0.239733708,0.161938908,0.088384875,0.240239126,0.679059924,0.731520675,0.521543419,0.285205484,0.20395963,0.166290236,0.491147298,8,172,0.776541655,0.047721847,70,115224750.9,48839.28929,300
173,World,"City of Cape Coral, Florida","City of Cape Coral, FL, USA",City of Cape Coral,City,City of Cape Coral,"City of Cape Coral, Florida",City of Cape Coral,Lee County,FL,606946.8945,-81.99656,26.64414,-81.99656,26.64414,-82.10656,-81.88656,26.53414,26.75414, ,Cape Coral city,,Florida,10275,12,Cape Coral city,Florida,216984,0.507719463,0.492280537,0.733902039,0.773992552,0.948738156,0.346753678,0.204342256,0.179354238,0.131719389,0.068263098,0.288712532,0.756972864,0.744663201,0.473306788,0.341707223,0.284749106,0.156970099,0.456098145,8,173,0.771743784,0.047180819,58,183492261.3,44034.43962,411
174,World,"Cooper City, Florida","Cooper City, FL, USA",Cooper City,City,Cooper City,"City of Cooper City, Florida",City of Cooper City,Broward County,FL,761117.5545,-80.28663,26.04649,-80.28663,26.04649,-80.53663,-80.03663,25.79649,26.29649, ,Cooper City city,,Florida,14125,12,Cooper City city,Florida,34105,0.462600792,0.537399208,0.641460196,0.715877437,0.964374725,0.370385574,0.206186776,0.311068758,0.19662806,0.176161853,0.189033866,0.795572497,0.722855886,0.506905146,0.270752089,0.274769095,0.177070811,0.531183111,8,174,0.76963903,0.046942949,322,471049086.6,288266.5462,3404
175,World,"City of Clearwater, Florida","City of Clearwater, FL, USA",City of Clearwater,City,City of Clearwater,"City of Clearwater, Florida",City of Clearwater,Pinellas County,FL,441105.6263,-82.76673,27.97887,-82.76673,27.97887,-82.84573,-82.68773,27.89987,28.05787, ,Clearwater city,,Florida,12875,12,Clearwater city,Florida,117010,0.483129647,0.516870353,0.668874455,0.820707632,0.912622853,0.262490385,0.148722331,0.180856337,0.137210495,0.096453295,0.316101188,0.590445261,0.780488847,0.469746176,0.360858046,0.243244167,0.142004957,0.485479874,8,175,0.776700119,0.047739688,183,342786207.6,140468.9333,1528
176,World,"City of Coral Springs, Florida","City of Coral Springs, FL, USA",City of Coral Springs,City,City of Coral Springs,"City of Coral Springs, Florida",City of Coral Springs,Broward County,FL,743933.1401,-80.25922,26.27018,-80.25922,26.27018,-80.50922,-80.00922,26.02018,26.52018, ,Coral Springs city,,Florida,14400,12,Coral Springs city,Florida,133365,0.465459453,0.534540547,0.38433622,0.719004236,0.866119297,0.341693848,0.189704945,0.269898399,0.157912496,0.115112661,0.173681251,0.761084242,0.693315338,0.507142054,0.223686874,0.17633562,0.19848536,0.477906497,8,176,0.770418707,0.047031103,234,332458272.3,272855.6181,1896
177,World,"City of Delray Beach, Florida","City of Delray Beach, FL, USA",City of Delray Beach,City,City of Delray Beach,"City of Delray Beach, Florida",City of Delray Beach,Palm Beach County,FL,739912.2759,-80.09049,26.45501,-80.09049,26.45501,-80.12749,-80.05349,26.41801,26.49201, ,Delray Beach city,,Florida,17100,12,Delray Beach city,Florida,67035,0.479674797,0.520325203,0.462519579,0.894681883,0.879913478,0.338077124,0.16898635,0.188021183,0.21529052,0.123875587,0.2802715,0.684940703,0.814007608,0.496531663,0.334362646,0.255090624,0.214156784,0.514223913,8,177,0.771070225,0.047104732,151,226063388.6,70701.54561,820
178,World,"Town of Davie, Florida","Town of Davie, FL, USA",Town of Davie,City,Town of Davie,"Town of Davie, Florida",Town of Davie,Broward County,FL,758322.147,-80.28698,26.07893,-80.28698,26.07893,-80.35798,-80.21598,26.00793,26.14993, ,Davie town,,Florida,16475,12,Davie town,Florida,106488,0.512546015,0.487453985,0.494553377,0.596902937,0.849372699,0.376427391,0.184631132,0.296127263,0.19644467,0.100753137,0.181710615,0.72566862,0.75527759,0.528078281,0.261268875,0.238346105,0.159708136,0.544859515,8,178,0.769751504,0.046955669,315,453214153,344800.5627,3695
179,World,"City of Deerfield Beach, Florida","City of Deerfield Beach, FL, USA",City of Deerfield Beach,City,City of Deerfield Beach,"City of Deerfield Beach, Florida",City of Deerfield Beach,Broward County,FL,749714.573,-80.12775,26.305,-80.12775,26.305,-80.16575,-80.08975,26.267,26.343, ,Deerfield Beach city,,Florida,16725,12,Deerfield Beach city,Florida,86781,0.491881864,0.508118136,0.370495846,0.748700752,0.802341526,0.326258052,0.172779756,0.226962123,0.135502011,0.064564824,0.194316728,0.652769615,0.761238059,0.475403602,0.304248626,0.235374103,0.164390823,0.401274473,8,179,0.770540939,0.047044919,232,325988537.6,144464.475,1851
180,World,"City of Fort Myers, Florida","City of Fort Myers, FL, USA",City of Fort Myers,City,City of Fort Myers,"City of Fort Myers, Florida",City of Fort Myers,Lee County,FL,618194.3813,-81.83012,26.61947,-81.83012,26.61947,-81.90712,-81.75312,26.54247,26.69647, ,Fort Myers city,,Florida,24125,12,Fort Myers city,Florida,95935,0.477312764,0.522687236,0.528618335,0.758138323,0.842664304,0.281232084,0.176609162,0.174691197,0.150466462,0.113785376,0.300620212,0.652473029,0.788648564,0.459853025,0.379579924,0.214801689,0.099400636,0.449773284,8,180,0.771655529,0.047170851,89,182555080,89330.83941,723
181,World,"City of Gainesville, Florida","City of Gainesville, FL, USA",City of Gainesville,City,City of Gainesville,"City of Gainesville, Florida",City of Gainesville,Alachua County,FL,338602.3609,-82.34536,29.68147,-82.34536,29.68147,-82.59536,-82.09536,29.43147,29.93147, ,Gainesville city,,Florida,25175,12,Gainesville city,Florida,145212,0.479292345,0.520707655,0.56493265,0.889306669,0.930873482,0.28215299,0.109336694,0.455898962,0.122235077,0.141916646,0.326639672,0.466435281,0.832871939,0.468935074,0.378639506,0.161247004,0.147818362,0.640759717,8,181,0.783563439,0.048510726,89,239969038.7,227828.0676,1227
182,World,"City of Hollywood, Florida","City of Hollywood, FL, USA",City of Hollywood,City,City of Hollywood,"City of Hollywood, Florida",City of Hollywood,Broward County,FL,770327.2597,-80.16481,26.03013,-80.16481,26.03013,-80.22881,-80.10081,25.96613,26.09413, ,Hollywood city,,Florida,32000,12,Hollywood city,Florida,152662,0.514830148,0.485169852,0.453446175,0.530452896,0.835505889,0.358615766,0.158651138,0.202853362,0.161284406,0.092007179,0.186883442,0.675852537,0.807869673,0.525926557,0.307005018,0.241959361,0.074144188,0.46933094,8,182,0.769582383,0.046936543,408,663213043.2,257239.2813,3426
183,World,"City of Largo, Florida","City of Largo, FL, USA",City of Largo,City,City of Largo,"City of Largo, Florida",City of Largo,Pinellas County,FL,447275.8358,-82.77168,27.90884,-82.77168,27.90884,-82.82668,-82.71668,27.85384,27.96384, ,Largo city,,Florida,39425,12,Largo city,Florida,82474,0.490178723,0.509821277,0.81800325,0.894136334,0.948056357,0.350752965,0.140213886,0.140832262,0.153369547,0.086221112,0.407764871,0.734813396,0.835099547,0.480672697,0.395712588,0.296845066,0.153612047,0.471481922,8,183,0.776431051,0.047709393,210,395353086.5,128363.1663,1735
184,World,"City of Fort Lauderdale, Florida","City of Fort Lauderdale, FL, USA",City of Fort Lauderdale,City,City of Fort Lauderdale,"City of Fort Lauderdale, Florida",City of Fort Lauderdale,Broward County,FL,762149.6463,-80.14637,26.14113,-80.14637,26.14113,-80.39637,-79.89637,25.89113,26.39113, ,Fort Lauderdale city,,Florida,24000,12,Fort Lauderdale city,Florida,183156,0.529220992,0.470779008,0.47700321,0.790642949,0.872988054,0.325935268,0.151881456,0.168326454,0.196089672,0.132968617,0.305531896,0.660153094,0.794481207,0.552037607,0.288912184,0.22482474,0.068853873,0.531033654,8,184,0.769967726,0.046980118,365,547305285.1,196196.974,2841
185,World,"Town of Jupiter, Florida","Town of Jupiter, FL, USA",Town of Jupiter,City,Town of Jupiter,"Town of Jupiter, Florida",Town of Jupiter,Palm Beach County,FL,701589.1488,-80.11008,26.91981,-80.11008,26.91981,-80.16508,-80.05508,26.86481,26.97481, ,Jupiter town,,Florida,35875,12,Jupiter town,Florida,61127,0.520980909,0.479019091,0.842459142,0.889786837,0.917270601,0.318893451,0.225285062,0.234838942,0.229489424,0.149868307,0.334958365,0.856021071,0.710406203,0.501562321,0.304595351,0.318255435,0.260408657,0.476614262,8,185,0.772738131,0.047293082,72,170234141.3,513200.9439,1859
186,World,"City of Jacksonville, Florida","City of Jacksonville, FL, USA",City of Jacksonville,City,City of Jacksonville,"City of Jacksonville, Florida",City of Jacksonville,Duval County,FL,369802.8205,-81.66018,30.33699,-81.66018,30.33699,-81.96518,-81.35518,30.03199,30.64199, ,Jacksonville city,,Florida,35000,12,Jacksonville city,Florida,971315,0.485932988,0.514067012,0.50324663,0.880349835,0.945437886,0.345316401,0.167000407,0.230620345,0.150871756,0.075109516,0.330762935,0.665952858,0.685613833,0.49607285,0.266963858,0.233631726,0.120443934,0.509376464,8,186,0.786376824,0.048825857,294,480650326.9,125927.4522,1904
187,World,"City of Melbourne, Florida","City of Melbourne, FL, USA",City of Melbourne,City,City of Melbourne,"City of Melbourne, Florida",City of Melbourne,Brevard County,FL,574022.4257,-80.64607,28.11601,-80.64607,28.11601,-80.73007,-80.56207,28.03201,28.20001, ,Melbourne city,,Florida,43975,12,Melbourne city,Florida,86439,0.518851444,0.481148556,0.709297886,0.905956802,0.936487002,0.348141464,0.175973808,0.195328498,0.13836347,0.134615162,0.376681822,0.655872928,0.738705908,0.484283715,0.337891461,0.273973554,0.157336388,0.514825484,8,187,0.777229994,0.047799332,77,224026243.7,76911.75473,847
188,World,"City of Miramar, Florida","City of Miramar, FL, USA",City of Miramar,City,City of Miramar,"City of Miramar, Florida",City of Miramar,Broward County,FL,763952.0417,-80.33573,25.97733,-80.33573,25.97733,-80.40573,-80.26573,25.90733,26.04733, ,Miramar city,,Florida,45975,12,Miramar city,Florida,137208,0.471656172,0.528343828,0.202131071,0.639423357,0.869825375,0.404152819,0.156528774,0.232231357,0.168794822,0.090636115,0.134139409,0.755429713,0.785500845,0.551782695,0.253469185,0.204886012,0.109337648,0.560790916,8,188,0.769399913,0.046915904,313,495751122.2,307161.8083,2205
189,World,"Miami, Florida","Miami, FL, USA",Miami,City,Miami,"Miami, Florida",Miami,Miami-Dade County,FL,790314.0374,-80.194702,25.775084,-80.194702,25.775084,-80.319702,-80.069702,25.650084,25.900084,CITY,Miami city,,Florida,45000,12,Miami city,Florida,449484,0.517448897,0.482551103,0.239510194,0.293923699,0.71800776,0.307154426,0.125706366,0.166370772,0.174066263,0.123432647,0.100771106,0.61006176,0.829090691,0.553065293,0.288105917,0.134503119,0.071513113,0.506583104,8,189,0.768705884,0.046837384,438,749607096.2,211360.7237,3439
190,World,"City of Orlando, Florida","City of Orlando, FL, USA",City of Orlando,City,City of Orlando,"City of Orlando, Florida",City of Orlando,Orange County,FL,503236.8644,-81.29782,28.41773,-81.29782,28.41773,-81.43582,-81.15982,28.27973,28.55573, ,Orlando city,,Florida,53000,12,Orlando city,Florida,316086,0.501939346,0.498060654,0.377644059,0.654578184,0.863575103,0.370696583,0.152452181,0.232462051,0.204798694,0.115503376,0.257233791,0.623463235,0.754471884,0.559702106,0.238599622,0.174310156,0.124921699,0.569199522,8,190,0.778409652,0.047932046,183,321430562.1,98915.78798,639
191,World,"City of Oviedo, Florida","City of Oviedo, FL, USA",City of Oviedo,City,City of Oviedo,"City of Oviedo, Florida",City of Oviedo,Seminole County,FL,495467.6045,-81.18688,28.6576,-81.18688,28.6576,-81.23088,-81.14288,28.6136,28.7016, ,Oviedo city,,Florida,53575,12,Oviedo city,Florida,39558,0.503235755,0.496764245,0.620784671,0.75989686,0.95275292,0.319834168,0.199555084,0.347767835,0.211638607,0.130062187,0.24465342,0.835305122,0.663430912,0.502022347,0.234465848,0.271677031,0.160296274,0.550255321,8,191,0.77936125,0.048039032,54,159695187.5,184467.1517,976
192,World,"City of North Port, Florida","City of North Port, FL, USA",City of North Port,City,City of North Port,"City of North Port, Florida",City of North Port,Sarasota County,FL,557467.4224,-82.19767,27.05757,-82.19767,27.05757,-82.31667,-82.07867,26.93857,27.17657, ,North Port city,,Florida,49675,12,North Port city,Florida,85102,0.486381049,0.513618951,0.754388851,0.84834669,0.938802848,0.336255317,0.215118329,0.205095062,0.110855209,0.071690442,0.317160584,0.729982844,0.734788842,0.441282226,0.36155437,0.321120538,0.07902282,0.456558013,8,192,0.773240677,0.047349793,61,191687546,272340.3966,754
